AnalysisLevel,DistrictName,ACTDistrictCode,HighSchoolName,ACTHSCode,GradYear,NumberStudents,AvgEnglish,AvgMath,AvgReading,AvgScience,AvgOverall
School,TRACY AREA PUBLIC SCHOOL DISTRICT,247428,TRACY AREA HIGH SCHOOL,242490,2022,48,18.7,18.7,18.7,18.7,18.7
School,TRACY AREA PUBLIC SCHOOL DISTRICT,247428,TRACY AREA HIGH SCHOOL,242490,2023,44,16.8,16.8,16.8,16.8,16.8
School,AFFILIATION NOT REPORTED,N/A,TREKNORTH JUNIOR SENIOR HIGH SCHOOL,240218,2019,27,18.7,18.7,18.7,18.7,18.7
School,AFFILIATION NOT REPORTED,N/A,TREKNORTH JUNIOR SENIOR HIGH SCHOOL,240218,2020,30,19.2,19.2,19.2,19.2,19.2
School,AFFILIATION NOT REPORTED,N/A,TREKNORTH JUNIOR SENIOR HIGH SCHOOL,240218,2021,33,17.2,17.2,17.2,17.2,17.2
School,AFFILIATION NOT REPORTED,N/A,TREKNORTH JUNIOR SENIOR HIGH SCHOOL,240218,2022,22,16.7,16.7,16.7,16.7,16.7
School,AFFILIATION NOT REPORTED,N/A,TREKNORTH JUNIOR SENIOR HIGH SCHOOL,240218,2023,25,18.4,18.4,18.4,18.4,18.4
School,TRI-CITY UNITED SCHOOL DISTRICT 2905-01,247402,TRI-CITY UNITED HIGH SCHOOL,241355,2019,123,19.1,19.1,19.1,19.1,19.1
School,TRI-CITY UNITED SCHOOL DISTRICT 2905-01,247402,TRI-CITY UNITED HIGH SCHOOL,241355,2020,126,17.5,17.5,17.5,17.5,17.5
School,TRI-CITY UNITED SCHOOL DISTRICT 2905-01,247402,TRI-CITY UNITED HIGH SCHOOL,241355,2021,100,17.5,17.5,17.5,17.5,17.5
School,TRI-CITY UNITED SCHOOL DISTRICT 2905-01,247402,TRI-CITY UNITED HIGH SCHOOL,241355,2022,109,17.8,17.8,17.8,17.8,17.8
School,TRI-CITY UNITED SCHOOL DISTRICT 2905-01,247402,TRI-CITY UNITED HIGH SCHOOL,241355,2023,94,17.6,17.6,17.6,17.6,17.6
School,TRI-COUNTY INDEPENDENT SCHOOL DISTRICT 2358,247372,TRI-COUNTY HIGH SCHOOL,241240,2019,11,17.3,17.3,17.3,17.3,17.3
School,TRI-COUNTY INDEPENDENT SCHOOL DISTRICT 2358,247372,TRI-COUNTY HIGH SCHOOL,241240,2020,8,,,,,
School,TRI-COUNTY INDEPENDENT SCHOOL DISTRICT 2358,247372,TRI-COUNTY HIGH SCHOOL,241240,2021,10,15.3,15.3,15.3,15.3,15.3
School,TRI-COUNTY INDEPENDENT SCHOOL DISTRICT 2358,247372,TRI-COUNTY HIGH SCHOOL,241240,2022,11,17.5,17.5,17.5,17.5,17.5
School,TRI-COUNTY INDEPENDENT SCHOOL DISTRICT 2358,247372,TRI-COUNTY HIGH SCHOOL,241240,2023,10,13.9,13.9,13.9,13.9,13.9
School,CHISAGO LAKES AREA SCHOOLS,247124,TRIO WOLF CREEK CHARTER SCHOOL,241342,2019,17,17.6,17.6,17.6,17.6,17.6
School,CHISAGO LAKES AREA SCHOOLS,247124,TRIO WOLF CREEK CHARTER SCHOOL,241342,2020,13,16.2,16.2,16.2,16.2,16.2
School,CHISAGO LAKES AREA SCHOOLS,247124,TRIO WOLF CREEK CHARTER SCHOOL,241342,2021,9,,,,,
School,CHISAGO LAKES AREA SCHOOLS,247124,TRIO WOLF CREEK CHARTER SCHOOL,241342,2022,8,,,,,
School,CHISAGO LAKES AREA SCHOOLS,247124,TRIO WOLF CREEK CHARTER SCHOOL,241342,2023,6,,,,,
School,TRITON PUBLIC SCHOOLS,247192,TRITON HIGH SCHOOL,240635,2019,83,19.3,19.3,19.3,19.3,19.3
School,TRITON PUBLIC SCHOOLS,247192,TRITON HIGH SCHOOL,240635,2020,68,18.4,18.4,18.4,18.4,18.4
School,TRITON PUBLIC SCHOOLS,247192,TRITON HIGH SCHOOL,240635,2021,2,,,,,
School,TRITON PUBLIC SCHOOLS,247192,TRITON HIGH SCHOOL,240635,2022,127,16.1,16.1,16.1,16.1,16.1
School,TRITON PUBLIC SCHOOLS,247192,TRITON HIGH SCHOOL,240635,2023,72,17.6,17.6,17.6,17.6,17.6
School,TRUMAN SCHOOL DISTRICT 458,247474,TRUMAN JUNIOR SENIOR HIGH SCHOOL,242500,2019,8,,,,,
School,TRUMAN SCHOOL DISTRICT 458,247474,TRUMAN JUNIOR SENIOR HIGH SCHOOL,242500,2020,0,,,,,
School,TRUMAN SCHOOL DISTRICT 458,247474,TRUMAN JUNIOR SENIOR HIGH SCHOOL,242500,2021,4,,,,,
School,TRUMAN SCHOOL DISTRICT 458,247474,TRUMAN JUNIOR SENIOR HIGH SCHOOL,242500,2022,2,,,,,
School,TRUMAN SCHOOL DISTRICT 458,247474,TRUMAN JUNIOR SENIOR HIGH SCHOOL,242500,2023,6,,,,,
School,AFFILIATION NOT REPORTED,N/A,TWIN CITIES ACADEMY HIGH SCHOOL,242339,2019,60,18.3,18.3,18.3,18.3,18.3
School,AFFILIATION NOT REPORTED,N/A,TWIN CITIES ACADEMY HIGH SCHOOL,242339,2020,79,16.6,16.6,16.6,16.6,16.6
School,AFFILIATION NOT REPORTED,N/A,TWIN CITIES ACADEMY HIGH SCHOOL,242339,2021,65,17.7,17.7,17.7,17.7,17.7
School,AFFILIATION NOT REPORTED,N/A,TWIN CITIES ACADEMY HIGH SCHOOL,242339,2022,50,18.7,18.7,18.7,18.7,18.7
School,AFFILIATION NOT REPORTED,N/A,TWIN CITIES ACADEMY HIGH SCHOOL,242339,2023,62,15.3,15.3,15.3,15.3,15.3
School,LAKE SUPERIOR INDEPENDENT SCHOOL DISTRICT 381,247392,TWO HARBORS HIGH SCHOOL,242515,2019,52,20.7,20.7,20.7,20.7,20.7
School,LAKE SUPERIOR INDEPENDENT SCHOOL DISTRICT 381,247392,TWO HARBORS HIGH SCHOOL,242515,2020,50,20,20,20,20,20
School,LAKE SUPERIOR INDEPENDENT SCHOOL DISTRICT 381,247392,TWO HARBORS HIGH SCHOOL,242515,2021,15,24.4,24.4,24.4,24.4,24.4
School,LAKE SUPERIOR INDEPENDENT SCHOOL DISTRICT 381,247392,TWO HARBORS HIGH SCHOOL,242515,2022,47,18.4,18.4,18.4,18.4,18.4
School,LAKE SUPERIOR INDEPENDENT SCHOOL DISTRICT 381,247392,TWO HARBORS HIGH SCHOOL,242515,2023,47,18.7,18.7,18.7,18.7,18.7
School,WEST SAINT PAUL-MENDOTA HEIGHTS-EAGAN SCHOOL DISTRICT 197,247184,TWO RIVERS HIGH SCHOOL,242675,2019,328,20.1,20.1,20.1,20.1,20.1
School,WEST SAINT PAUL-MENDOTA HEIGHTS-EAGAN SCHOOL DISTRICT 197,247184,TWO RIVERS HIGH SCHOOL,242675,2020,316,19.7,19.7,19.7,19.7,19.7
School,WEST SAINT PAUL-MENDOTA HEIGHTS-EAGAN SCHOOL DISTRICT 197,247184,TWO RIVERS HIGH SCHOOL,242675,2021,260,19,19,19,19,19
School,WEST SAINT PAUL-MENDOTA HEIGHTS-EAGAN SCHOOL DISTRICT 197,247184,TWO RIVERS HIGH SCHOOL,242675,2022,307,19,19,19,19,19
School,WEST SAINT PAUL-MENDOTA HEIGHTS-EAGAN SCHOOL DISTRICT 197,247184,TWO RIVERS HIGH SCHOOL,242675,2023,270,17.6,17.6,17.6,17.6,17.6
School,AFFILIATION NOT REPORTED,N/A,UBAH MEDICAL ACADEMY CHARTER SCHOOL,240018,2019,0,,,,,
School,AFFILIATION NOT REPORTED,N/A,UBAH MEDICAL ACADEMY CHARTER SCHOOL,240018,2020,76,16.4,16.4,16.4,16.4,16.4
School,AFFILIATION NOT REPORTED,N/A,UBAH MEDICAL ACADEMY CHARTER SCHOOL,240018,2021,3,,,,,
School,AFFILIATION NOT REPORTED,N/A,UBAH MEDICAL ACADEMY CHARTER SCHOOL,240018,2022,4,,,,,
School,AFFILIATION NOT REPORTED,N/A,UBAH MEDICAL ACADEMY CHARTER SCHOOL,240018,2023,62,14.4,14.4,14.4,14.4,14.4
School,ULEN-HITTERDAL SCHOOL DISTRICT 914,247142,ULEN HITTERDAL JUNIOR SENIOR HIGH SCHOOL,242525,2019,17,19.5,19.5,19.5,19.5,19.5
School,ULEN-HITTERDAL SCHOOL DISTRICT 914,247142,ULEN HITTERDAL JUNIOR SENIOR HIGH SCHOOL,242525,2020,22,19.3,19.3,19.3,19.3,19.3
School,ULEN-HITTERDAL SCHOOL DISTRICT 914,247142,ULEN HITTERDAL JUNIOR SENIOR HIGH SCHOOL,242525,2021,2,,,,,
School,ULEN-HITTERDAL SCHOOL DISTRICT 914,247142,ULEN HITTERDAL JUNIOR SENIOR HIGH SCHOOL,242525,2022,14,19.6,19.6,19.6,19.6,19.6
School,ULEN-HITTERDAL SCHOOL DISTRICT 914,247142,ULEN HITTERDAL JUNIOR SENIOR HIGH SCHOOL,242525,2023,15,17.9,17.9,17.9,17.9,17.9
School,UNDERWOOD SCHOOL DISTRICT 550,247588,UNDERWOOD SCHOOL,242530,2019,25,17.8,17.8,17.8,17.8,17.8
School,UNDERWOOD SCHOOL DISTRICT 550,247588,UNDERWOOD SCHOOL,242530,2020,32,18.4,18.4,18.4,18.4,18.4
School,UNDERWOOD SCHOOL DISTRICT 550,247588,UNDERWOOD SCHOOL,242530,2021,2,,,,,
School,UNDERWOOD SCHOOL DISTRICT 550,247588,UNDERWOOD SCHOOL,242530,2022,22,17.9,17.9,17.9,17.9,17.9
School,UNDERWOOD SCHOOL DISTRICT 550,247588,UNDERWOOD SCHOOL,242530,2023,14,18.4,18.4,18.4,18.4,18.4
School,UNITED SOUTH CENTRAL PUBLIC SCHOOLS,247222,UNITED SOUTH CENTRAL HIGH SCHOOL,242660,2019,34,17.5,17.5,17.5,17.5,17.5
School,UNITED SOUTH CENTRAL PUBLIC SCHOOLS,247222,UNITED SOUTH CENTRAL HIGH SCHOOL,242660,2020,46,18.1,18.1,18.1,18.1,18.1
School,UNITED SOUTH CENTRAL PUBLIC SCHOOLS,247222,UNITED SOUTH CENTRAL HIGH SCHOOL,242660,2021,50,17.7,17.7,17.7,17.7,17.7
School,UNITED SOUTH CENTRAL PUBLIC SCHOOLS,247222,UNITED SOUTH CENTRAL HIGH SCHOOL,242660,2022,49,19.3,19.3,19.3,19.3,19.3
School,UNITED SOUTH CENTRAL PUBLIC SCHOOLS,247222,UNITED SOUTH CENTRAL HIGH SCHOOL,242660,2023,40,18.3,18.3,18.3,18.3,18.3
School,UPSALA AREA SCHOOL DISTRICT 487,247506,UPSALA HIGH SCHOOL,242535,2019,32,16.1,16.1,16.1,16.1,16.1
School,UPSALA AREA SCHOOL DISTRICT 487,247506,UPSALA HIGH SCHOOL,242535,2020,27,16.4,16.4,16.4,16.4,16.4
School,UPSALA AREA SCHOOL DISTRICT 487,247506,UPSALA HIGH SCHOOL,242535,2021,27,19.8,19.8,19.8,19.8,19.8
School,UPSALA AREA SCHOOL DISTRICT 487,247506,UPSALA HIGH SCHOOL,242535,2022,29,15.6,15.6,15.6,15.6,15.6
School,UPSALA AREA SCHOOL DISTRICT 487,247506,UPSALA HIGH SCHOOL,242535,2023,23,15.6,15.6,15.6,15.6,15.6
School,AFFILIATION NOT REPORTED,N/A,VENTURE ACADEMY,240013,2019,0,,,,,
School,AFFILIATION NOT REPORTED,N/A,VENTURE ACADEMY,240013,2020,46,16.2,16.2,16.2,16.2,16.2
School,AFFILIATION NOT REPORTED,N/A,VENTURE ACADEMY,240013,2021,0,,,,,
School,AFFILIATION NOT REPORTED,N/A,VENTURE ACADEMY,240013,2022,10,17.2,17.2,17.2,17.2,17.2
School,AFFILIATION NOT REPORTED,N/A,VENTURE ACADEMY,240013,2023,3,,,,,
School,AFFILIATION NOT REPORTED,N/A,VERMILION COUNTRY SCHOOL,242481,2019,8,,,,,
School,AFFILIATION NOT REPORTED,N/A,VERMILION COUNTRY SCHOOL,242481,2020,5,,,,,
School,AFFILIATION NOT REPORTED,N/A,VERMILION COUNTRY SCHOOL,242481,2021,5,,,,,
School,AFFILIATION NOT REPORTED,N/A,VERMILION COUNTRY SCHOOL,242481,2022,7,,,,,
School,AFFILIATION NOT REPORTED,N/A,VERMILION COUNTRY SCHOOL,242481,2023,5,,,,,
School,VERNDALE PUBLIC SCHOOL DISTRICT 818,247862,VERNDALE HIGH SCHOOL,242545,2019,38,16.1,16.1,16.1,16.1,16.1
School,VERNDALE PUBLIC SCHOOL DISTRICT 818,247862,VERNDALE HIGH SCHOOL,242545,2020,40,16.4,16.4,16.4,16.4,16.4
School,VERNDALE PUBLIC SCHOOL DISTRICT 818,247862,VERNDALE HIGH SCHOOL,242545,2021,31,15.7,15.7,15.7,15.7,15.7
School,VERNDALE PUBLIC SCHOOL DISTRICT 818,247862,VERNDALE HIGH SCHOOL,242545,2022,29,14.6,14.6,14.6,14.6,14.6
School,VERNDALE PUBLIC SCHOOL DISTRICT 818,247862,VERNDALE HIGH SCHOOL,242545,2023,31,16.3,16.3,16.3,16.3,16.3
School,ROCK RIDGE PUBLIC SCHOOL DISTRICT,247752,VIRGINIA HIGH SCHOOL,242555,2019,72,20.5,20.5,20.5,20.5,20.5
School,ROCK RIDGE PUBLIC SCHOOL DISTRICT,247752,VIRGINIA HIGH SCHOOL,242555,2020,52,20.7,20.7,20.7,20.7,20.7
School,ROCK RIDGE PUBLIC SCHOOL DISTRICT,247752,VIRGINIA HIGH SCHOOL,242555,2021,45,20.4,20.4,20.4,20.4,20.4
School,ROCK RIDGE PUBLIC SCHOOL DISTRICT,247752,VIRGINIA HIGH SCHOOL,242555,2022,38,20.2,20.2,20.2,20.2,20.2
School,ROCK RIDGE PUBLIC SCHOOL DISTRICT,247752,VIRGINIA HIGH SCHOOL,242555,2023,27,22.4,22.4,22.4,22.4,22.4
School,AFFILIATION NOT REPORTED,N/A,VOYAGEURS EXPEDITIONARY HIGH SCHOOL,240214,2019,7,,,,,
School,AFFILIATION NOT REPORTED,N/A,VOYAGEURS EXPEDITIONARY HIGH SCHOOL,240214,2020,8,,,,,
School,AFFILIATION NOT REPORTED,N/A,VOYAGEURS EXPEDITIONARY HIGH SCHOOL,240214,2021,2,,,,,
School,AFFILIATION NOT REPORTED,N/A,VOYAGEURS EXPEDITIONARY HIGH SCHOOL,240214,2022,2,,,,,
School,AFFILIATION NOT REPORTED,N/A,VOYAGEURS EXPEDITIONARY HIGH SCHOOL,240214,2023,2,,,,,
School,WABASHA KELLOGG INDEPENDENT SCHOOL DISTRICT 811,247858,WABASHA KELLOGG HIGH SCHOOL,242567,2019,41,20.3,20.3,20.3,20.3,20.3
School,WABASHA KELLOGG INDEPENDENT SCHOOL DISTRICT 811,247858,WABASHA KELLOGG HIGH SCHOOL,242567,2020,39,18.7,18.7,18.7,18.7,18.7
School,WABASHA KELLOGG INDEPENDENT SCHOOL DISTRICT 811,247858,WABASHA KELLOGG HIGH SCHOOL,242567,2021,23,20.6,20.6,20.6,20.6,20.6
School,WABASHA KELLOGG INDEPENDENT SCHOOL DISTRICT 811,247858,WABASHA KELLOGG HIGH SCHOOL,242567,2022,24,19.1,19.1,19.1,19.1,19.1
School,WABASHA KELLOGG INDEPENDENT SCHOOL DISTRICT 811,247858,WABASHA KELLOGG HIGH SCHOOL,242567,2023,34,19.2,19.2,19.2,19.2,19.2
School,WABASSO PUBLIC SCHOOLS INDEPENDENT SCHOOL DISTRICT 640,247678,WABASSO SCHOOL,242577,2019,35,19.4,19.4,19.4,19.4,19.4
School,WABASSO PUBLIC SCHOOLS INDEPENDENT SCHOOL DISTRICT 640,247678,WABASSO SCHOOL,242577,2020,37,18.4,18.4,18.4,18.4,18.4
School,WABASSO PUBLIC SCHOOLS INDEPENDENT SCHOOL DISTRICT 640,247678,WABASSO SCHOOL,242577,2021,46,16.7,16.7,16.7,16.7,16.7
School,WABASSO PUBLIC SCHOOLS INDEPENDENT SCHOOL DISTRICT 640,247678,WABASSO SCHOOL,242577,2022,33,16.9,16.9,16.9,16.9,16.9
School,WABASSO PUBLIC SCHOOLS INDEPENDENT SCHOOL DISTRICT 640,247678,WABASSO SCHOOL,242577,2023,30,15.5,15.5,15.5,15.5,15.5
School,WACONIA SCHOOL DISTRICT 110,247096,WACONIA HIGH SCHOOL,242580,2019,307,22,22,22,22,22
School,WACONIA SCHOOL DISTRICT 110,247096,WACONIA HIGH SCHOOL,242580,2020,313,22.1,22.1,22.1,22.1,22.1
School,WACONIA SCHOOL DISTRICT 110,247096,WACONIA HIGH SCHOOL,242580,2021,266,20.6,20.6,20.6,20.6,20.6
School,WACONIA SCHOOL DISTRICT 110,247096,WACONIA HIGH SCHOOL,242580,2022,272,21.3,21.3,21.3,21.3,21.3
School,WACONIA SCHOOL DISTRICT 110,247096,WACONIA HIGH SCHOOL,242580,2023,298,19.9,19.9,19.9,19.9,19.9
School,WACONIA SCHOOL DISTRICT 110,247096,WACONIA LEARNING CENTER,974890,2019,3,,,,,
School,WACONIA SCHOOL DISTRICT 110,247096,WACONIA LEARNING CENTER,974890,2020,5,,,,,
School,WACONIA SCHOOL DISTRICT 110,247096,WACONIA LEARNING CENTER,974890,2021,3,,,,,
School,WACONIA SCHOOL DISTRICT 110,247096,WACONIA LEARNING CENTER,974890,2022,5,,,,,
School,WACONIA SCHOOL DISTRICT 110,247096,WACONIA LEARNING CENTER,974890,2023,3,,,,,
School,WADENA-DEER CREEK SCHOOL DISTRICT 2155,247864,WADENA-DEER CREEK HIGH SCHOOL,242585,2019,45,18.3,18.3,18.3,18.3,18.3
School,WADENA-DEER CREEK SCHOOL DISTRICT 2155,247864,WADENA-DEER CREEK HIGH SCHOOL,242585,2020,65,18.2,18.2,18.2,18.2,18.2
School,WADENA-DEER CREEK SCHOOL DISTRICT 2155,247864,WADENA-DEER CREEK HIGH SCHOOL,242585,2021,35,18.4,18.4,18.4,18.4,18.4
School,WADENA-DEER CREEK SCHOOL DISTRICT 2155,247864,WADENA-DEER CREEK HIGH SCHOOL,242585,2022,53,16.7,16.7,16.7,16.7,16.7
School,WADENA-DEER CREEK SCHOOL DISTRICT 2155,247864,WADENA-DEER CREEK HIGH SCHOOL,242585,2023,53,17.5,17.5,17.5,17.5,17.5
School,WALKER-HACKENSACK-AKELY INDEPENDENT SCHOOL DISTRICT 113,247112,WALKER-HACKENSACK-AKELEY HIGH SCHOOL,242595,2019,38,17.5,17.5,17.5,17.5,17.5
School,WALKER-HACKENSACK-AKELY INDEPENDENT SCHOOL DISTRICT 113,247112,WALKER-HACKENSACK-AKELEY HIGH SCHOOL,242595,2020,35,17.2,17.2,17.2,17.2,17.2
School,WALKER-HACKENSACK-AKELY INDEPENDENT SCHOOL DISTRICT 113,247112,WALKER-HACKENSACK-AKELEY HIGH SCHOOL,242595,2021,44,17.5,17.5,17.5,17.5,17.5
School,WALKER-HACKENSACK-AKELY INDEPENDENT SCHOOL DISTRICT 113,247112,WALKER-HACKENSACK-AKELEY HIGH SCHOOL,242595,2022,28,18.7,18.7,18.7,18.7,18.7
School,WALKER-HACKENSACK-AKELY INDEPENDENT SCHOOL DISTRICT 113,247112,WALKER-HACKENSACK-AKELEY HIGH SCHOOL,242595,2023,39,17.7,17.7,17.7,17.7,17.7
School,WARREN-ALVARADO-OLSO SCHOOL DISTRICT 2176,247464,WARREN-ALVARADO-OSLO HIGH SCHOOL,242610,2019,23,23.3,23.3,23.3,23.3,23.3
School,WARREN-ALVARADO-OLSO SCHOOL DISTRICT 2176,247464,WARREN-ALVARADO-OSLO HIGH SCHOOL,242610,2020,24,21,21,21,21,21
School,WARREN-ALVARADO-OLSO SCHOOL DISTRICT 2176,247464,WARREN-ALVARADO-OSLO HIGH SCHOOL,242610,2021,0,,,,,
School,WARREN-ALVARADO-OLSO SCHOOL DISTRICT 2176,247464,WARREN-ALVARADO-OSLO HIGH SCHOOL,242610,2022,35,21.6,21.6,21.6,21.6,21.6
School,WARREN-ALVARADO-OLSO SCHOOL DISTRICT 2176,247464,WARREN-ALVARADO-OSLO HIGH SCHOOL,242610,2023,39,18.9,18.9,18.9,18.9,18.9
School,WARROAD INDEPENDENT SCHOOL DISTRICT 690,247722,WARROAD HIGH SCHOOL,242615,2019,72,17.9,17.9,17.9,17.9,17.9
School,WARROAD INDEPENDENT SCHOOL DISTRICT 690,247722,WARROAD HIGH SCHOOL,242615,2020,58,17.8,17.8,17.8,17.8,17.8
School,WARROAD INDEPENDENT SCHOOL DISTRICT 690,247722,WARROAD HIGH SCHOOL,242615,2021,30,18.5,18.5,18.5,18.5,18.5
School,WARROAD INDEPENDENT SCHOOL DISTRICT 690,247722,WARROAD HIGH SCHOOL,242615,2022,42,20,20,20,20,20
School,WARROAD INDEPENDENT SCHOOL DISTRICT 690,247722,WARROAD HIGH SCHOOL,242615,2023,47,18.8,18.8,18.8,18.8,18.8
School,WASECA PUBLIC SCHOOL DISTRICT,247876,WASECA JUNIOR SENIOR HIGH SCHOOL,242628,2019,126,21.4,21.4,21.4,21.4,21.4
School,WASECA PUBLIC SCHOOL DISTRICT,247876,WASECA JUNIOR SENIOR HIGH SCHOOL,242628,2020,97,20.5,20.5,20.5,20.5,20.5
School,WASECA PUBLIC SCHOOL DISTRICT,247876,WASECA JUNIOR SENIOR HIGH SCHOOL,242628,2021,112,21.8,21.8,21.8,21.8,21.8
School,WASECA PUBLIC SCHOOL DISTRICT,247876,WASECA JUNIOR SENIOR HIGH SCHOOL,242628,2022,98,19.7,19.7,19.7,19.7,19.7
School,WASECA PUBLIC SCHOOL DISTRICT,247876,WASECA JUNIOR SENIOR HIGH SCHOOL,242628,2023,113,18.1,18.1,18.1,18.1,18.1
School,MINNEAPOLIS PUBLIC SCHOOL DISTRICT,247310,WASHBURN HIGH SCHOOL,241695,2019,384,21.8,21.8,21.8,21.8,21.8
School,MINNEAPOLIS PUBLIC SCHOOL DISTRICT,247310,WASHBURN HIGH SCHOOL,241695,2020,374,21.1,21.1,21.1,21.1,21.1
School,MINNEAPOLIS PUBLIC SCHOOL DISTRICT,247310,WASHBURN HIGH SCHOOL,241695,2021,220,23.5,23.5,23.5,23.5,23.5
School,MINNEAPOLIS PUBLIC SCHOOL DISTRICT,247310,WASHBURN HIGH SCHOOL,241695,2022,321,22.1,22.1,22.1,22.1,22.1
School,MINNEAPOLIS PUBLIC SCHOOL DISTRICT,247310,WASHBURN HIGH SCHOOL,241695,2023,340,21.5,21.5,21.5,21.5,21.5
School,SAINT PAUL PUBLIC SCHOOLS INDEPENDENT SCHOOL DISTRICT 625,247656,WASHINGTON TECHNOLOGY MAGNET SCHOOL,242224,2019,233,15.3,15.3,15.3,15.3,15.3
School,SAINT PAUL PUBLIC SCHOOLS INDEPENDENT SCHOOL DISTRICT 625,247656,WASHINGTON TECHNOLOGY MAGNET SCHOOL,242224,2020,242,14.5,14.5,14.5,14.5,14.5
School,SAINT PAUL PUBLIC SCHOOLS INDEPENDENT SCHOOL DISTRICT 625,247656,WASHINGTON TECHNOLOGY MAGNET SCHOOL,242224,2021,243,14,14,14,14,14
School,SAINT PAUL PUBLIC SCHOOLS INDEPENDENT SCHOOL DISTRICT 625,247656,WASHINGTON TECHNOLOGY MAGNET SCHOOL,242224,2022,115,13.9,13.9,13.9,13.9,13.9
School,SAINT PAUL PUBLIC SCHOOLS INDEPENDENT SCHOOL DISTRICT 625,247656,WASHINGTON TECHNOLOGY MAGNET SCHOOL,242224,2023,127,13.6,13.6,13.6,13.6,13.6
School,WATERTOWN-MAYER SCHOOL DISTRICT 111,247098,WATERTOWN-MAYER HIGH SCHOOL,242630,2019,80,19.8,19.8,19.8,19.8,19.8
School,WATERTOWN-MAYER SCHOOL DISTRICT 111,247098,WATERTOWN-MAYER HIGH SCHOOL,242630,2020,114,17.8,17.8,17.8,17.8,17.8
School,WATERTOWN-MAYER SCHOOL DISTRICT 111,247098,WATERTOWN-MAYER HIGH SCHOOL,242630,2021,72,19.8,19.8,19.8,19.8,19.8
School,WATERTOWN-MAYER SCHOOL DISTRICT 111,247098,WATERTOWN-MAYER HIGH SCHOOL,242630,2022,51,20.5,20.5,20.5,20.5,20.5
School,WATERTOWN-MAYER SCHOOL DISTRICT 111,247098,WATERTOWN-MAYER HIGH SCHOOL,242630,2023,75,18.2,18.2,18.2,18.2,18.2
School,WATERVILLE-ELYSIAN-MORRISTOWN SCHOOL DISTRICT 2143,247404,WATERVILLE-ELYSIAN-MORRISTOWN HIGH SCHOOL,242635,2019,44,16.8,16.8,16.8,16.8,16.8
School,WATERVILLE-ELYSIAN-MORRISTOWN SCHOOL DISTRICT 2143,247404,WATERVILLE-ELYSIAN-MORRISTOWN HIGH SCHOOL,242635,2020,40,17.7,17.7,17.7,17.7,17.7
School,WATERVILLE-ELYSIAN-MORRISTOWN SCHOOL DISTRICT 2143,247404,WATERVILLE-ELYSIAN-MORRISTOWN HIGH SCHOOL,242635,2021,41,16.2,16.2,16.2,16.2,16.2
School,WATERVILLE-ELYSIAN-MORRISTOWN SCHOOL DISTRICT 2143,247404,WATERVILLE-ELYSIAN-MORRISTOWN HIGH SCHOOL,242635,2022,34,17.4,17.4,17.4,17.4,17.4
School,WATERVILLE-ELYSIAN-MORRISTOWN SCHOOL DISTRICT 2143,247404,WATERVILLE-ELYSIAN-MORRISTOWN HIGH SCHOOL,242635,2023,42,19.6,19.6,19.6,19.6,19.6
School,WAUBUN-OGEMA-WHITE EARTH PUBLIC SCHOOLS,247446,WAUBUN HIGH SCHOOL,242640,2019,31,18.1,18.1,18.1,18.1,18.1
School,WAUBUN-OGEMA-WHITE EARTH PUBLIC SCHOOLS,247446,WAUBUN HIGH SCHOOL,242640,2020,24,16.3,16.3,16.3,16.3,16.3
School,WAUBUN-OGEMA-WHITE EARTH PUBLIC SCHOOLS,247446,WAUBUN HIGH SCHOOL,242640,2021,1,,,,,
School,WAUBUN-OGEMA-WHITE EARTH PUBLIC SCHOOLS,247446,WAUBUN HIGH SCHOOL,242640,2022,24,14.3,14.3,14.3,14.3,14.3
School,WAUBUN-OGEMA-WHITE EARTH PUBLIC SCHOOLS,247446,WAUBUN HIGH SCHOOL,242640,2023,26,16.4,16.4,16.4,16.4,16.4
School,WAYZATA PUBLIC SCHOOLS,247308,WAYZATA SENIOR HIGH SCHOOL,242650,2019,824,25.2,25.2,25.2,25.2,25.2
School,WAYZATA PUBLIC SCHOOLS,247308,WAYZATA SENIOR HIGH SCHOOL,242650,2020,816,25.2,25.2,25.2,25.2,25.2
School,WAYZATA PUBLIC SCHOOLS,247308,WAYZATA SENIOR HIGH SCHOOL,242650,2021,869,24.4,24.4,24.4,24.4,24.4
School,WAYZATA PUBLIC SCHOOLS,247308,WAYZATA SENIOR HIGH SCHOOL,242650,2022,882,24.2,24.2,24.2,24.2,24.2
School,WAYZATA PUBLIC SCHOOLS,247308,WAYZATA SENIOR HIGH SCHOOL,242650,2023,864,23.5,23.5,23.5,23.5,23.5
School,WEST CENTRAL AREA SCHOOL DISTRICT 2342,247206,WEST CENTRAL AREA SECONDARY SCHOOL,240710,2019,49,19.8,19.8,19.8,19.8,19.8
School,WEST CENTRAL AREA SCHOOL DISTRICT 2342,247206,WEST CENTRAL AREA SECONDARY SCHOOL,240710,2020,49,18.8,18.8,18.8,18.8,18.8
School,WEST CENTRAL AREA SCHOOL DISTRICT 2342,247206,WEST CENTRAL AREA SECONDARY SCHOOL,240710,2021,3,,,,,
School,WEST CENTRAL AREA SCHOOL DISTRICT 2342,247206,WEST CENTRAL AREA SECONDARY SCHOOL,240710,2022,43,15.8,15.8,15.8,15.8,15.8
School,WEST CENTRAL AREA SCHOOL DISTRICT 2342,247206,WEST CENTRAL AREA SECONDARY SCHOOL,240710,2023,49,17.9,17.9,17.9,17.9,17.9
