AnalysisLevel,DistrictName,ACTDistrictCode,HighSchoolName,ACTHSCode,GradYear,NumberStudents,AvgEnglish,AvgMath,AvgReading,AvgScience,AvgOverall
District,LITTLE FALLS COMMUNITY SCHOOLS,247502,All Schools,999999,2022,82,17.9,17.9,17.9,17.9,17.9
District,LITTLE FALLS COMMUNITY SCHOOLS,247502,All Schools,999999,2023,100,18.2,18.2,18.2,18.2,18.2
District,LITTLEFORK-BIG FALLS SCHOOL DISTRICT 362,247378,All Schools,999999,2019,18,16.8,16.8,16.8,16.8,16.8
District,LITTLEFORK-BIG FALLS SCHOOL DISTRICT 362,247378,All Schools,999999,2020,13,17.7,17.7,17.7,17.7,17.7
District,LITTLEFORK-BIG FALLS SCHOOL DISTRICT 362,247378,All Schools,999999,2021,6,,,,,
District,LITTLEFORK-BIG FALLS SCHOOL DISTRICT 362,247378,All Schools,999999,2022,13,20.4,20.4,20.4,20.4,20.4
District,LITTLEFORK-BIG FALLS SCHOOL DISTRICT 362,247378,All Schools,999999,2023,6,,,,,
District,LONG PRAIRIE-GRAY EAGLE 2753,247840,All Schools,999999,2019,50,17.4,17.4,17.4,17.4,17.4
District,LONG PRAIRIE-GRAY EAGLE 2753,247840,All Schools,999999,2020,27,17.3,17.3,17.3,17.3,17.3
District,LONG PRAIRIE-GRAY EAGLE 2753,247840,All Schools,999999,2021,28,17,17,17,17,17
District,LONG PRAIRIE-GRAY EAGLE 2753,247840,All Schools,999999,2022,30,15.9,15.9,15.9,15.9,15.9
District,LONG PRAIRIE-GRAY EAGLE 2753,247840,All Schools,999999,2023,35,16,16,16,16,16
District,LUVERNE PUBLIC SCHOOLS INDEPENDENT SCHOOL DISTRICT 2184,247710,All Schools,999999,2019,88,19.1,19.1,19.1,19.1,19.1
District,LUVERNE PUBLIC SCHOOLS INDEPENDENT SCHOOL DISTRICT 2184,247710,All Schools,999999,2020,87,19.7,19.7,19.7,19.7,19.7
District,LUVERNE PUBLIC SCHOOLS INDEPENDENT SCHOOL DISTRICT 2184,247710,All Schools,999999,2021,45,18.6,18.6,18.6,18.6,18.6
District,LUVERNE PUBLIC SCHOOLS INDEPENDENT SCHOOL DISTRICT 2184,247710,All Schools,999999,2022,107,18.7,18.7,18.7,18.7,18.7
District,LUVERNE PUBLIC SCHOOLS INDEPENDENT SCHOOL DISTRICT 2184,247710,All Schools,999999,2023,77,18.3,18.3,18.3,18.3,18.3
District,LYLE  INDEPENDENT SCHOOL DISTRICT 497,247522,All Schools,999999,2019,16,17.8,17.8,17.8,17.8,17.8
District,LYLE  INDEPENDENT SCHOOL DISTRICT 497,247522,All Schools,999999,2020,10,15.7,15.7,15.7,15.7,15.7
District,LYLE  INDEPENDENT SCHOOL DISTRICT 497,247522,All Schools,999999,2021,10,14.2,14.2,14.2,14.2,14.2
District,LYLE  INDEPENDENT SCHOOL DISTRICT 497,247522,All Schools,999999,2022,12,13.6,13.6,13.6,13.6,13.6
District,LYLE  INDEPENDENT SCHOOL DISTRICT 497,247522,All Schools,999999,2023,15,14.7,14.7,14.7,14.7,14.7
District,MABEL CANTON PUBLIC SCHOOL DISTRICT 238,247234,All Schools,999999,2019,15,16.5,16.5,16.5,16.5,16.5
District,MABEL CANTON PUBLIC SCHOOL DISTRICT 238,247234,All Schools,999999,2020,9,,,,,
District,MABEL CANTON PUBLIC SCHOOL DISTRICT 238,247234,All Schools,999999,2021,14,18.8,18.8,18.8,18.8,18.8
District,MABEL CANTON PUBLIC SCHOOL DISTRICT 238,247234,All Schools,999999,2022,12,20.7,20.7,20.7,20.7,20.7
District,MABEL CANTON PUBLIC SCHOOL DISTRICT 238,247234,All Schools,999999,2023,10,22.8,22.8,22.8,22.8,22.8
District,MACCRAY  INDEPENDENT SCHOOL DISTRICT 2180,247114,All Schools,999999,2019,29,18.2,18.2,18.2,18.2,18.2
District,MACCRAY  INDEPENDENT SCHOOL DISTRICT 2180,247114,All Schools,999999,2020,36,17.6,17.6,17.6,17.6,17.6
District,MACCRAY  INDEPENDENT SCHOOL DISTRICT 2180,247114,All Schools,999999,2021,38,17.1,17.1,17.1,17.1,17.1
District,MACCRAY  INDEPENDENT SCHOOL DISTRICT 2180,247114,All Schools,999999,2022,48,17.3,17.3,17.3,17.3,17.3
District,MACCRAY  INDEPENDENT SCHOOL DISTRICT 2180,247114,All Schools,999999,2023,40,17.5,17.5,17.5,17.5,17.5
District,MADELIA INDEPENDENT SCHOOL DISTRICT 837,247888,All Schools,999999,2019,32,20.9,20.9,20.9,20.9,20.9
District,MADELIA INDEPENDENT SCHOOL DISTRICT 837,247888,All Schools,999999,2020,25,19.2,19.2,19.2,19.2,19.2
District,MADELIA INDEPENDENT SCHOOL DISTRICT 837,247888,All Schools,999999,2021,1,,,,,
District,MADELIA INDEPENDENT SCHOOL DISTRICT 837,247888,All Schools,999999,2022,41,17.9,17.9,17.9,17.9,17.9
District,MADELIA INDEPENDENT SCHOOL DISTRICT 837,247888,All Schools,999999,2023,20,16,16,16,16,16
District,MAHNOMEN INDEPENDENT SCHOOL DISTRICT 432,247444,All Schools,999999,2019,31,15.6,15.6,15.6,15.6,15.6
District,MAHNOMEN INDEPENDENT SCHOOL DISTRICT 432,247444,All Schools,999999,2020,22,14.5,14.5,14.5,14.5,14.5
District,MAHNOMEN INDEPENDENT SCHOOL DISTRICT 432,247444,All Schools,999999,2021,33,16,16,16,16,16
District,MAHNOMEN INDEPENDENT SCHOOL DISTRICT 432,247444,All Schools,999999,2022,21,13,13,13,13,13
District,MAHNOMEN INDEPENDENT SCHOOL DISTRICT 432,247444,All Schools,999999,2023,16,11.9,11.9,11.9,11.9,11.9
District,MAHTOMEDI INDEPENDENT SCHOOL DISTRICT,247880,All Schools,999999,2019,286,23.2,23.2,23.2,23.2,23.2
District,MAHTOMEDI INDEPENDENT SCHOOL DISTRICT,247880,All Schools,999999,2020,286,23.5,23.5,23.5,23.5,23.5
District,MAHTOMEDI INDEPENDENT SCHOOL DISTRICT,247880,All Schools,999999,2021,264,22.5,22.5,22.5,22.5,22.5
District,MAHTOMEDI INDEPENDENT SCHOOL DISTRICT,247880,All Schools,999999,2022,271,22,22,22,22,22
District,MAHTOMEDI INDEPENDENT SCHOOL DISTRICT,247880,All Schools,999999,2023,269,22.2,22.2,22.2,22.2,22.2
District,MANKATO INDEPENDENT SCHOOL DISTRICT 77,247060,All Schools,999999,2019,535,20.1,20.1,20.1,20.1,20.1
District,MANKATO INDEPENDENT SCHOOL DISTRICT 77,247060,All Schools,999999,2020,538,19,19,19,19,19
District,MANKATO INDEPENDENT SCHOOL DISTRICT 77,247060,All Schools,999999,2021,422,19.5,19.5,19.5,19.5,19.5
District,MANKATO INDEPENDENT SCHOOL DISTRICT 77,247060,All Schools,999999,2022,489,19.1,19.1,19.1,19.1,19.1
District,MANKATO INDEPENDENT SCHOOL DISTRICT 77,247060,All Schools,999999,2023,498,18.8,18.8,18.8,18.8,18.8
District,MAPLE LAKE INDEPENDENT SCHOOL DISTRICT 881,247914,All Schools,999999,2019,58,21.9,21.9,21.9,21.9,21.9
District,MAPLE LAKE INDEPENDENT SCHOOL DISTRICT 881,247914,All Schools,999999,2020,48,21.7,21.7,21.7,21.7,21.7
District,MAPLE LAKE INDEPENDENT SCHOOL DISTRICT 881,247914,All Schools,999999,2021,46,17.3,17.3,17.3,17.3,17.3
District,MAPLE LAKE INDEPENDENT SCHOOL DISTRICT 881,247914,All Schools,999999,2022,54,20,20,20,20,20
District,MAPLE LAKE INDEPENDENT SCHOOL DISTRICT 881,247914,All Schools,999999,2023,33,18.5,18.5,18.5,18.5,18.5
District,MAPLE RIVER INDEPENDENT SCHOOL DISTRICT 2135,247058,All Schools,999999,2019,56,21.9,21.9,21.9,21.9,21.9
District,MAPLE RIVER INDEPENDENT SCHOOL DISTRICT 2135,247058,All Schools,999999,2020,59,20.1,20.1,20.1,20.1,20.1
District,MAPLE RIVER INDEPENDENT SCHOOL DISTRICT 2135,247058,All Schools,999999,2021,36,19.4,19.4,19.4,19.4,19.4
District,MAPLE RIVER INDEPENDENT SCHOOL DISTRICT 2135,247058,All Schools,999999,2022,57,19.4,19.4,19.4,19.4,19.4
District,MAPLE RIVER INDEPENDENT SCHOOL DISTRICT 2135,247058,All Schools,999999,2023,46,19.3,19.3,19.3,19.3,19.3
District,MARSHALL COUNTY CENTRAL SCHOOLS,247454,All Schools,999999,2019,28,16.6,16.6,16.6,16.6,16.6
District,MARSHALL COUNTY CENTRAL SCHOOLS,247454,All Schools,999999,2020,24,16.4,16.4,16.4,16.4,16.4
District,MARSHALL COUNTY CENTRAL SCHOOLS,247454,All Schools,999999,2021,24,18.8,18.8,18.8,18.8,18.8
District,MARSHALL COUNTY CENTRAL SCHOOLS,247454,All Schools,999999,2022,27,17.3,17.3,17.3,17.3,17.3
District,MARSHALL COUNTY CENTRAL SCHOOLS,247454,All Schools,999999,2023,25,15.2,15.2,15.2,15.2,15.2
District,MARSHALL INDEPENDENT SCHOOL DISTRICT 413,247422,All Schools,999999,2019,209,20.8,20.8,20.8,20.8,20.8
District,MARSHALL INDEPENDENT SCHOOL DISTRICT 413,247422,All Schools,999999,2020,216,19.9,19.9,19.9,19.9,19.9
District,MARSHALL INDEPENDENT SCHOOL DISTRICT 413,247422,All Schools,999999,2021,188,18.6,18.6,18.6,18.6,18.6
District,MARSHALL INDEPENDENT SCHOOL DISTRICT 413,247422,All Schools,999999,2022,191,19.1,19.1,19.1,19.1,19.1
District,MARSHALL INDEPENDENT SCHOOL DISTRICT 413,247422,All Schools,999999,2023,191,19.1,19.1,19.1,19.1,19.1
District,MARTIN COUNTY WEST SCHOOL DISTRICT,247472,All Schools,999999,2019,56,19.2,19.2,19.2,19.2,19.2
District,MARTIN COUNTY WEST SCHOOL DISTRICT,247472,All Schools,999999,2020,57,17.5,17.5,17.5,17.5,17.5
District,MARTIN COUNTY WEST SCHOOL DISTRICT,247472,All Schools,999999,2021,14,20.4,20.4,20.4,20.4,20.4
District,MARTIN COUNTY WEST SCHOOL DISTRICT,247472,All Schools,999999,2022,52,16.3,16.3,16.3,16.3,16.3
District,MARTIN COUNTY WEST SCHOOL DISTRICT,247472,All Schools,999999,2023,52,17,17,17,17,17
District,MCGREGOR  INDEPENDENT SCHOOL DISTRICT 4,247006,All Schools,999999,2019,14,15.4,15.4,15.4,15.4,15.4
District,MCGREGOR  INDEPENDENT SCHOOL DISTRICT 4,247006,All Schools,999999,2020,30,16.2,16.2,16.2,16.2,16.2
District,MCGREGOR  INDEPENDENT SCHOOL DISTRICT 4,247006,All Schools,999999,2021,24,15.6,15.6,15.6,15.6,15.6
District,MCGREGOR  INDEPENDENT SCHOOL DISTRICT 4,247006,All Schools,999999,2022,13,15.8,15.8,15.8,15.8,15.8
District,MCGREGOR  INDEPENDENT SCHOOL DISTRICT 4,247006,All Schools,999999,2023,17,18.5,18.5,18.5,18.5,18.5
District,MEDFORD PUBLIC SCHOOLS,247814,All Schools,999999,2019,46,18.6,18.6,18.6,18.6,18.6
District,MEDFORD PUBLIC SCHOOLS,247814,All Schools,999999,2020,57,16.6,16.6,16.6,16.6,16.6
District,MEDFORD PUBLIC SCHOOLS,247814,All Schools,999999,2021,52,16.9,16.9,16.9,16.9,16.9
District,MEDFORD PUBLIC SCHOOLS,247814,All Schools,999999,2022,40,19,19,19,19,19
District,MEDFORD PUBLIC SCHOOLS,247814,All Schools,999999,2023,45,20.2,20.2,20.2,20.2,20.2
District,MELROSE AREA INDEPENDENT SCHOOL DISTRICT 740,247798,All Schools,999999,2019,72,18.6,18.6,18.6,18.6,18.6
District,MELROSE AREA INDEPENDENT SCHOOL DISTRICT 740,247798,All Schools,999999,2020,98,17.9,17.9,17.9,17.9,17.9
District,MELROSE AREA INDEPENDENT SCHOOL DISTRICT 740,247798,All Schools,999999,2021,80,16.6,16.6,16.6,16.6,16.6
District,MELROSE AREA INDEPENDENT SCHOOL DISTRICT 740,247798,All Schools,999999,2022,55,16.9,16.9,16.9,16.9,16.9
District,MELROSE AREA INDEPENDENT SCHOOL DISTRICT 740,247798,All Schools,999999,2023,77,16.6,16.6,16.6,16.6,16.6
District,MENAHGA  INDEPENDENT SCHOOL DISTRICT 821,247860,All Schools,999999,2019,48,19.1,19.1,19.1,19.1,19.1
District,MENAHGA  INDEPENDENT SCHOOL DISTRICT 821,247860,All Schools,999999,2020,25,18.5,18.5,18.5,18.5,18.5
District,MENAHGA  INDEPENDENT SCHOOL DISTRICT 821,247860,All Schools,999999,2021,38,19.1,19.1,19.1,19.1,19.1
District,MENAHGA  INDEPENDENT SCHOOL DISTRICT 821,247860,All Schools,999999,2022,39,17.3,17.3,17.3,17.3,17.3
District,MENAHGA  INDEPENDENT SCHOOL DISTRICT 821,247860,All Schools,999999,2023,12,17.7,17.7,17.7,17.7,17.7
District,MESABI EAST INDEPENDENT SCHOOL DISTRICT 2711,247724,All Schools,999999,2019,65,16.7,16.7,16.7,16.7,16.7
District,MESABI EAST INDEPENDENT SCHOOL DISTRICT 2711,247724,All Schools,999999,2020,45,18.8,18.8,18.8,18.8,18.8
District,MESABI EAST INDEPENDENT SCHOOL DISTRICT 2711,247724,All Schools,999999,2021,6,,,,,
District,MESABI EAST INDEPENDENT SCHOOL DISTRICT 2711,247724,All Schools,999999,2022,21,19.1,19.1,19.1,19.1,19.1
District,MESABI EAST INDEPENDENT SCHOOL DISTRICT 2711,247724,All Schools,999999,2023,12,15.9,15.9,15.9,15.9,15.9
District,MILACA PUBLIC SCHOOLS,247496,All Schools,999999,2019,110,18,18,18,18,18
District,MILACA PUBLIC SCHOOLS,247496,All Schools,999999,2020,112,18.2,18.2,18.2,18.2,18.2
District,MILACA PUBLIC SCHOOLS,247496,All Schools,999999,2021,60,16.9,16.9,16.9,16.9,16.9
District,MILACA PUBLIC SCHOOLS,247496,All Schools,999999,2022,63,17.7,17.7,17.7,17.7,17.7
District,MILACA PUBLIC SCHOOLS,247496,All Schools,999999,2023,81,16,16,16,16,16
District,MINNEAPOLIS PUBLIC SCHOOL DISTRICT,247310,All Schools,999999,2019,2090,18.1,18.1,18.1,18.1,18.1
District,MINNEAPOLIS PUBLIC SCHOOL DISTRICT,247310,All Schools,999999,2020,1960,18,18,18,18,18
District,MINNEAPOLIS PUBLIC SCHOOL DISTRICT,247310,All Schools,999999,2021,631,22.7,22.7,22.7,22.7,22.7
District,MINNEAPOLIS PUBLIC SCHOOL DISTRICT,247310,All Schools,999999,2022,1117,20.5,20.5,20.5,20.5,20.5
District,MINNEAPOLIS PUBLIC SCHOOL DISTRICT,247310,All Schools,999999,2023,1295,20.1,20.1,20.1,20.1,20.1
District,MINNEOTA PUBLIC SCHOOLS,247424,All Schools,999999,2019,37,21,21,21,21,21
District,MINNEOTA PUBLIC SCHOOLS,247424,All Schools,999999,2020,41,21.5,21.5,21.5,21.5,21.5
District,MINNEOTA PUBLIC SCHOOLS,247424,All Schools,999999,2021,43,19.9,19.9,19.9,19.9,19.9
District,MINNEOTA PUBLIC SCHOOLS,247424,All Schools,999999,2022,36,19,19,19,19,19
District,MINNEOTA PUBLIC SCHOOLS,247424,All Schools,999999,2023,37,18,18,18,18,18
District,MINNESOTA TRANSITIONS CHARTER SCHOOLS,24S002,All Schools,999999,2019,0,,,,,
District,MINNESOTA TRANSITIONS CHARTER SCHOOLS,24S002,All Schools,999999,2020,0,,,,,
District,MINNESOTA TRANSITIONS CHARTER SCHOOLS,24S002,All Schools,999999,2021,71,19.7,19.7,19.7,19.7,19.7
District,MINNESOTA TRANSITIONS CHARTER SCHOOLS,24S002,All Schools,999999,2022,43,19.1,19.1,19.1,19.1,19.1
District,MINNESOTA TRANSITIONS CHARTER SCHOOLS,24S002,All Schools,999999,2023,71,16.8,16.8,16.8,16.8,16.8
District,MINNETONKA SCHOOL INDEPENDENT SCHOOL DISTRICT 276,247292,All Schools,999999,2019,719,26.2,26.2,26.2,26.2,26.2
District,MINNETONKA SCHOOL INDEPENDENT SCHOOL DISTRICT 276,247292,All Schools,999999,2020,708,26,26,26,26,26
District,MINNETONKA SCHOOL INDEPENDENT SCHOOL DISTRICT 276,247292,All Schools,999999,2021,585,25.2,25.2,25.2,25.2,25.2
District,MINNETONKA SCHOOL INDEPENDENT SCHOOL DISTRICT 276,247292,All Schools,999999,2022,653,24.9,24.9,24.9,24.9,24.9
District,MINNETONKA SCHOOL INDEPENDENT SCHOOL DISTRICT 276,247292,All Schools,999999,2023,646,24.7,24.7,24.7,24.7,24.7
District,MINNEWASKA AREA SCHOOL DISTRICT,247642,All Schools,999999,2019,50,21.1,21.1,21.1,21.1,21.1
District,MINNEWASKA AREA SCHOOL DISTRICT,247642,All Schools,999999,2020,69,18.1,18.1,18.1,18.1,18.1
District,MINNEWASKA AREA SCHOOL DISTRICT,247642,All Schools,999999,2021,41,20,20,20,20,20
District,MINNEWASKA AREA SCHOOL DISTRICT,247642,All Schools,999999,2022,59,16.8,16.8,16.8,16.8,16.8
District,MINNEWASKA AREA SCHOOL DISTRICT,247642,All Schools,999999,2023,67,16.8,16.8,16.8,16.8,16.8
District,MONTEVIDEO PUBLIC SCHOOL INDEPENDENT SCHOOL DISTRICT 129,247120,All Schools,999999,2019,91,18.3,18.3,18.3,18.3,18.3
District,MONTEVIDEO PUBLIC SCHOOL INDEPENDENT SCHOOL DISTRICT 129,247120,All Schools,999999,2020,71,17.4,17.4,17.4,17.4,17.4
District,MONTEVIDEO PUBLIC SCHOOL INDEPENDENT SCHOOL DISTRICT 129,247120,All Schools,999999,2021,6,,,,,
District,MONTEVIDEO PUBLIC SCHOOL INDEPENDENT SCHOOL DISTRICT 129,247120,All Schools,999999,2022,83,16.7,16.7,16.7,16.7,16.7
District,MONTEVIDEO PUBLIC SCHOOL INDEPENDENT SCHOOL DISTRICT 129,247120,All Schools,999999,2023,75,18.7,18.7,18.7,18.7,18.7
District,MONTICELLO INDEPENDENT SCHOOL DISTRICT 882,247904,All Schools,999999,2019,199,20.7,20.7,20.7,20.7,20.7
District,MONTICELLO INDEPENDENT SCHOOL DISTRICT 882,247904,All Schools,999999,2020,174,20.9,20.9,20.9,20.9,20.9
District,MONTICELLO INDEPENDENT SCHOOL DISTRICT 882,247904,All Schools,999999,2021,85,21.8,21.8,21.8,21.8,21.8
District,MONTICELLO INDEPENDENT SCHOOL DISTRICT 882,247904,All Schools,999999,2022,126,20.8,20.8,20.8,20.8,20.8
District,MONTICELLO INDEPENDENT SCHOOL DISTRICT 882,247904,All Schools,999999,2023,110,20.7,20.7,20.7,20.7,20.7
District,MOORHEAD AREA PUBLIC SCHOOLS,247140,All Schools,999999,2019,339,20.1,20.1,20.1,20.1,20.1
District,MOORHEAD AREA PUBLIC SCHOOLS,247140,All Schools,999999,2020,335,19.2,19.2,19.2,19.2,19.2
District,MOORHEAD AREA PUBLIC SCHOOLS,247140,All Schools,999999,2021,155,20.8,20.8,20.8,20.8,20.8
District,MOORHEAD AREA PUBLIC SCHOOLS,247140,All Schools,999999,2022,159,19.8,19.8,19.8,19.8,19.8
District,MOORHEAD AREA PUBLIC SCHOOLS,247140,All Schools,999999,2023,143,20,20,20,20,20
District,MOOSE LAKE COMMUNITY SCHOOL DISTRICT,247084,All Schools,999999,2019,35,20.2,20.2,20.2,20.2,20.2
District,MOOSE LAKE COMMUNITY SCHOOL DISTRICT,247084,All Schools,999999,2020,29,20.7,20.7,20.7,20.7,20.7
District,MOOSE LAKE COMMUNITY SCHOOL DISTRICT,247084,All Schools,999999,2021,14,21.6,21.6,21.6,21.6,21.6
District,MOOSE LAKE COMMUNITY SCHOOL DISTRICT,247084,All Schools,999999,2022,23,22.8,22.8,22.8,22.8,22.8
District,MOOSE LAKE COMMUNITY SCHOOL DISTRICT,247084,All Schools,999999,2023,11,18.3,18.3,18.3,18.3,18.3
District,MORA  INDEPENDENT SCHOOL DISTRICT 332,247354,All Schools,999999,2019,89,19.7,19.7,19.7,19.7,19.7
District,MORA  INDEPENDENT SCHOOL DISTRICT 332,247354,All Schools,999999,2020,79,19,19,19,19,19
District,MORA  INDEPENDENT SCHOOL DISTRICT 332,247354,All Schools,999999,2021,56,18.2,18.2,18.2,18.2,18.2
District,MORA  INDEPENDENT SCHOOL DISTRICT 332,247354,All Schools,999999,2022,47,20,20,20,20,20
District,MORA  INDEPENDENT SCHOOL DISTRICT 332,247354,All Schools,999999,2023,58,17.4,17.4,17.4,17.4,17.4
District,MORRIS INDEPENDENT SCHOOL DISTRICT 769,247820,All Schools,999999,2019,73,19.8,19.8,19.8,19.8,19.8
District,MORRIS INDEPENDENT SCHOOL DISTRICT 769,247820,All Schools,999999,2020,63,20.1,20.1,20.1,20.1,20.1
District,MORRIS INDEPENDENT SCHOOL DISTRICT 769,247820,All Schools,999999,2021,50,21.3,21.3,21.3,21.3,21.3
District,MORRIS INDEPENDENT SCHOOL DISTRICT 769,247820,All Schools,999999,2022,65,19.8,19.8,19.8,19.8,19.8
District,MORRIS INDEPENDENT SCHOOL DISTRICT 769,247820,All Schools,999999,2023,45,19.1,19.1,19.1,19.1,19.1
District,MOUNDS VIEW PUBLIC SCHOOLS,247648,All Schools,999999,2019,888,22.3,22.3,22.3,22.3,22.3
District,MOUNDS VIEW PUBLIC SCHOOLS,247648,All Schools,999999,2020,840,21.6,21.6,21.6,21.6,21.6
District,MOUNDS VIEW PUBLIC SCHOOLS,247648,All Schools,999999,2021,719,22.2,22.2,22.2,22.2,22.2
District,MOUNDS VIEW PUBLIC SCHOOLS,247648,All Schools,999999,2022,811,20.9,20.9,20.9,20.9,20.9
District,MOUNDS VIEW PUBLIC SCHOOLS,247648,All Schools,999999,2023,766,20.4,20.4,20.4,20.4,20.4
District,MOUNTAIN IRON-BUHL PUBLIC SCHOOLS INDEPENDENT SCHOOL DISTRICT 712,247746,All Schools,999999,2019,15,20.1,20.1,20.1,20.1,20.1
District,MOUNTAIN IRON-BUHL PUBLIC SCHOOLS INDEPENDENT SCHOOL DISTRICT 712,247746,All Schools,999999,2020,22,19.1,19.1,19.1,19.1,19.1
District,MOUNTAIN IRON-BUHL PUBLIC SCHOOLS INDEPENDENT SCHOOL DISTRICT 712,247746,All Schools,999999,2021,27,18,18,18,18,18
District,MOUNTAIN IRON-BUHL PUBLIC SCHOOLS INDEPENDENT SCHOOL DISTRICT 712,247746,All Schools,999999,2022,3,,,,,
District,MOUNTAIN IRON-BUHL PUBLIC SCHOOLS INDEPENDENT SCHOOL DISTRICT 712,247746,All Schools,999999,2023,21,17.4,17.4,17.4,17.4,17.4
District,MOUNTAIN LAKE INDEPENDENT SCHOOL DISTRICT 173,247154,All Schools,999999,2019,28,20.8,20.8,20.8,20.8,20.8
District,MOUNTAIN LAKE INDEPENDENT SCHOOL DISTRICT 173,247154,All Schools,999999,2020,30,18.4,18.4,18.4,18.4,18.4
District,MOUNTAIN LAKE INDEPENDENT SCHOOL DISTRICT 173,247154,All Schools,999999,2021,15,21.5,21.5,21.5,21.5,21.5
District,MOUNTAIN LAKE INDEPENDENT SCHOOL DISTRICT 173,247154,All Schools,999999,2022,29,20.8,20.8,20.8,20.8,20.8
District,MOUNTAIN LAKE INDEPENDENT SCHOOL DISTRICT 173,247154,All Schools,999999,2023,27,17.8,17.8,17.8,17.8,17.8
District,MURRAY COUNTY CENTRAL INDEPENDENT SCHOOL DISTRICT 2169,247530,All Schools,999999,2019,43,21.7,21.7,21.7,21.7,21.7
District,MURRAY COUNTY CENTRAL INDEPENDENT SCHOOL DISTRICT 2169,247530,All Schools,999999,2020,37,17.1,17.1,17.1,17.1,17.1
District,MURRAY COUNTY CENTRAL INDEPENDENT SCHOOL DISTRICT 2169,247530,All Schools,999999,2021,30,21.3,21.3,21.3,21.3,21.3
District,MURRAY COUNTY CENTRAL INDEPENDENT SCHOOL DISTRICT 2169,247530,All Schools,999999,2022,33,20.8,20.8,20.8,20.8,20.8
District,MURRAY COUNTY CENTRAL INDEPENDENT SCHOOL DISTRICT 2169,247530,All Schools,999999,2023,41,18.7,18.7,18.7,18.7,18.7
District,NASHWAUK-KEEWATIN INDEPENDENT SCHOOL DISTRICT,247344,All Schools,999999,2019,20,18.6,18.6,18.6,18.6,18.6
District,NASHWAUK-KEEWATIN INDEPENDENT SCHOOL DISTRICT,247344,All Schools,999999,2020,21,18.6,18.6,18.6,18.6,18.6
District,NASHWAUK-KEEWATIN INDEPENDENT SCHOOL DISTRICT,247344,All Schools,999999,2021,25,17.8,17.8,17.8,17.8,17.8
District,NASHWAUK-KEEWATIN INDEPENDENT SCHOOL DISTRICT,247344,All Schools,999999,2022,16,18.4,18.4,18.4,18.4,18.4
District,NASHWAUK-KEEWATIN INDEPENDENT SCHOOL DISTRICT,247344,All Schools,999999,2023,11,20.8,20.8,20.8,20.8,20.8
District,NEVIS PUBLIC SCHOOL DISTRICT 308,247326,All Schools,999999,2019,27,20.9,20.9,20.9,20.9,20.9
District,NEVIS PUBLIC SCHOOL DISTRICT 308,247326,All Schools,999999,2020,28,20.8,20.8,20.8,20.8,20.8
District,NEVIS PUBLIC SCHOOL DISTRICT 308,247326,All Schools,999999,2021,0,,,,,
District,NEVIS PUBLIC SCHOOL DISTRICT 308,247326,All Schools,999999,2022,35,19.1,19.1,19.1,19.1,19.1
District,NEVIS PUBLIC SCHOOL DISTRICT 308,247326,All Schools,999999,2023,22,19.3,19.3,19.3,19.3,19.3
District,NEW LONDON SPICER INDEPENDENT SCHOOL DISTRICT 345,247360,All Schools,999999,2019,73,21,21,21,21,21
District,NEW LONDON SPICER INDEPENDENT SCHOOL DISTRICT 345,247360,All Schools,999999,2020,78,19.4,19.4,19.4,19.4,19.4
District,NEW LONDON SPICER INDEPENDENT SCHOOL DISTRICT 345,247360,All Schools,999999,2021,88,19.8,19.8,19.8,19.8,19.8
District,NEW LONDON SPICER INDEPENDENT SCHOOL DISTRICT 345,247360,All Schools,999999,2022,62,19.2,19.2,19.2,19.2,19.2
District,NEW LONDON SPICER INDEPENDENT SCHOOL DISTRICT 345,247360,All Schools,999999,2023,62,19.2,19.2,19.2,19.2,19.2
District,NEW PRAGUE INDEPENDENT SCHOOL DISTRICT 721,247764,All Schools,999999,2019,307,19.7,19.7,19.7,19.7,19.7
District,NEW PRAGUE INDEPENDENT SCHOOL DISTRICT 721,247764,All Schools,999999,2020,300,19.6,19.6,19.6,19.6,19.6
District,NEW PRAGUE INDEPENDENT SCHOOL DISTRICT 721,247764,All Schools,999999,2021,241,19.5,19.5,19.5,19.5,19.5
District,NEW PRAGUE INDEPENDENT SCHOOL DISTRICT 721,247764,All Schools,999999,2022,271,19.2,19.2,19.2,19.2,19.2
District,NEW PRAGUE INDEPENDENT SCHOOL DISTRICT 721,247764,All Schools,999999,2023,263,18.6,18.6,18.6,18.6,18.6
District,NEW ULM PUBLIC SCHOOL DISTRICT 88,247066,All Schools,999999,2019,87,20.7,20.7,20.7,20.7,20.7
District,NEW ULM PUBLIC SCHOOL DISTRICT 88,247066,All Schools,999999,2020,92,20.1,20.1,20.1,20.1,20.1
District,NEW ULM PUBLIC SCHOOL DISTRICT 88,247066,All Schools,999999,2021,53,22.5,22.5,22.5,22.5,22.5
District,NEW ULM PUBLIC SCHOOL DISTRICT 88,247066,All Schools,999999,2022,69,20.1,20.1,20.1,20.1,20.1
District,NEW ULM PUBLIC SCHOOL DISTRICT 88,247066,All Schools,999999,2023,76,19.4,19.4,19.4,19.4,19.4
District,NEW YORK MILLS INDEPENDENT SCHOOL DISTRICT 553,247580,All Schools,999999,2019,34,19.9,19.9,19.9,19.9,19.9
District,NEW YORK MILLS INDEPENDENT SCHOOL DISTRICT 553,247580,All Schools,999999,2020,33,19,19,19,19,19
